beetle_id,taxon_id,family,genus,specific_epithet,scientific_name,scientific_name_authorship
320,752933,Chrysomelidae,Cyclosoma,palliata,"Cyclosoma palliata (Fabricius, 1787)",
321,603950,Scarabaeidae,Cyclocephala,sardadebiae,"Cyclocephala sardadebiae Dechambre & Duranton, 2005",
322,604085,Scarabaeidae,Mimeoma,maculata,"Mimeoma maculata (Burmeister, 1847)",
323,597998,Cerambycidae,Psapharochrus,lateralis,"Psapharochrus lateralis (Bates, 1861)",
324,597142,Cerambycidae,Juiaparus,lasiocerus,"Juiaparus lasiocerus (Gahan, 1892)",
325,601789,Scarabaeidae,Pelidnota,touroulti,"Pelidnota touroulti Soula, 2008",
326,758737,Cerambycidae,Ialyssus,tuberculatus,"Ialyssus tuberculatus (Olivier, 1795)",
327,603963,Scarabaeidae,Cyclocephala,subsignata,"Cyclocephala subsignata Burmeister, 1847",
328,603946,Scarabaeidae,Cyclocephala,quercina,"Cyclocephala quercina Burmeister, 1847",
329,597902,Cerambycidae,Oedopeza,apicale,"Oedopeza apicale (Gilmour, 1962)",
330,603982,Scarabaeidae,Cyclocephala,toulgoeti,"Cyclocephala toulgoeti Dechambre, 1992",
331,757752,Scarabaeidae,Hoplopyga,ocellata,"Hoplopyga ocellata (Gory & Percheron, 1833)",
332,601822,Scarabaeidae,Chlorota,terminata,"Chlorota terminata (Le Peletier & Serville, 1828)",
333,603762,Scarabaeidae,Aspidolea,quadrata,"Aspidolea quadrata Endrödi, 1980",
334,756369,Cerambycidae,Styliceps,sericatus,"Styliceps sericatus (Pascoe, 1859)",
335,603935,Scarabaeidae,Cyclocephala,perforata,"Cyclocephala perforata Arrow, 1913",
336,598423,Cerambycidae,Lochmaeocles,callidryas,"Lochmaeocles callidryas (Bates, 1865)",
337,757466,Cerambycidae,Colobothea,elongata,"Colobothea elongata Gahan, 1889",
338,756306,Cerambycidae,Eriphus,dimidiatus,"Eriphus dimidiatus White, 1855",
339,604083,Scarabaeidae,Harposceles,paradoxus,"Harposcelis paradoxus Burmeister, 1847",
340,734541,Scarabaeidae,Phileurus,carinatus,"Phileurus carinatus declivis Prell, 1914",
341,756505,Cerambycidae,Terpnissa,listropterina,"Terpnissa listropterina Bates, 1867",
342,603930,Scarabaeidae,Cyclocephala,marginalis,"Cyclocephala marginalis Kirsch, 1871",
343,757757,Scarabaeidae,Cyclidius,elongatus,"Cyclidius elongatus (Olivier, 1789)",
344,604162,Scarabaeidae,Stenocrates,popei,"Stenocrates popei Endrödi, 1971",
345,604808,Scarabaeidae,Macraspis,olivieri,"Macraspis olivieri (Waterhouse, 1881)",
346,757875,Cerambycidae,Isomerida,albicollis,"Isomerida albicollis (Castelnau, 1840)",
347,604742,Scarabaeidae,Lagochile,,"Lagochile Hoffmannsegg, 1817",
348,597903,Cerambycidae,Oedopeza,leucostigma,"Oedopeza leucostigma Bates, 1864",
349,604345,Scarabaeidae,Megaceras,philoctetes,"Megaceras philoctetes (Olivier, 1789)",
350,758720,Cerambycidae,Melzerella,costalimai,"Melzerella costalimai Campos-Seabra, 1961",
351,604663,Scarabaeidae,Paraphileurus,ventricosus,"Paraphileurus ventricosus Endrödi, 1978",
352,597933,Cerambycidae,Trypanidius,notatus,"Trypanidius notatus (Fabricius, 1787)",
353,604743,Scarabaeidae,Lagochile,brunnipes,"Lagochile brunnipes (Olivier, 1789)",
354,599743,Scarabaeidae,Hoplopyga,liturata,"Hoplopyga liturata (Olivier, 1789)",
355,912887,Scarabaeidae,Gymnetis,holosericea,"Gymnetis holosericea (Olivier, 1789)",
356,604064,Scarabaeidae,Dyscinetus,olivaceus,"Dyscinetus olivaceus Höhne, 1923",
357,604804,Scarabaeidae,Macraspis,lateralis,"Macraspis lateralis (Olivier, 1789)",
358,597524,Cerambycidae,Monneellus,rhodopus,"Monneellus rhodopus (Bates, 1870)",
359,604348,Scarabaeidae,Megaceropsis,quadridentata,"Megaceropsis quadridentata Dechambre, 1976",
360,603752,Scarabaeidae,Aspidolea,gaudairethorei,"Aspidolea gaudairethorei Endrödi, 1980",
361,603902,Scarabaeidae,Cyclocephala,emarginata,"Cyclocephala emarginata Endrödi, 1966",
362,600582,Elateridae,Semiotus,ligneus,"Semiotus ligneus (Linnaeus, 1767)",
363,757190,Cerambycidae,Odontocera,ornaticollis,"Odontocera ornaticollis Bates, 1870",
364,440156,Scarabaeidae,Phileurus,valgus,"Phileurus valgus (Olivier, 1789)",
365,603842,Scarabaeidae,Cyclocephala,castanea,"Cyclocephala castanea (Olivier, 1789)",
366,756384,Cerambycidae,Trachyderes,melas,"Trachyderes melas Bates, 1870",
367,912881,Scarabaeidae,Gymnetis,bajula,"Gymnetis bajula bajula (Olivier, 1789)",
368,756877,Cerambycidae,Pseudaethomerus,lacordairei,"Pseudaethomerus lacordairei (Bates, 1862)",
369,603882,Scarabaeidae,Cyclocephala,dilatata,"Cyclocephala dilatata (Prell, 1934)",
370,603924,Scarabaeidae,Cyclocephala,gabaldoni,"Cyclocephala gabaldoni Martinez & Martinez, 1981",
371,440111,Scarabaeidae,Cyclocephala,ocellata,"Cyclocephala ocellata Burmeister, 1847",
372,599686,Scarabaeidae,Gymnetis,immunda,"Gymnetis immunda Schaum, 1844",
373,757983,Cerambycidae,Taurolema,cicatricosa,"Taurolema cicatricosa Lane, 1966",
374,604323,Scarabaeidae,Coelosis,biloba,"Coelosis biloba (Linnaeus, 1767)",
375,604350,Scarabaeidae,Strategus,surinamensis,"Strategus surinamensis Burmeister, 1847",
376,604122,Scarabaeidae,Stenocrates,clipeatus,"Stenocrates clipeatus Endrödi, 1966",
377,603903,Scarabaeidae,Cyclocephala,ergastuli,"Cyclocephala ergastuli Dechambre, 1997",
378,603785,Scarabaeidae,Cyclocephala,amazona,"Cyclocephala amazona (Linnaeus, 1767)",
379,597493,Cerambycidae,Ceragenia,bicornis,"Ceragenia bicornis (Fabricius, 1801)",
380,604783,Scarabaeidae,Lagochile,trigona,"Lagochile trigona soleri Soula, 2005",
381,757671,Scarabaeidae,Allorrhina,nigerrima,"Allorrhina nigerrima (Burmeister, 1842)",
382,604024,Scarabaeidae,Cyclocephala,vestita,"Cyclocephala vestita Höhne, 1923",
383,603751,Scarabaeidae,Aspidolea,clypeata,"Aspidolea clypeata (Burmeister, 1847)",
384,597904,Cerambycidae,Oedopeza,ocellator,"Oedopeza ocellator (Fabricius, 1801)",
385,603952,Scarabaeidae,Cyclocephala,similis,"Cyclocephala similis Dechambre, 1980",
386,757329,Cerambycidae,Coleoxestia,olivieri,"Coleoxestia olivieri Fragoso, 1993",
387,599704,Scarabaeidae,Gymnetis,pardalis,"Gymnetis pardalis Gory & Percheron, 1833",
388,597163,Cerambycidae,Jupoata,rufipennis,"Jupoata rufipennis (Gory, 1831)",
389,780253,Cerambycidae,Heteronyssicus,aureopilosus,"Heteronyssicus aureopilosus (Lacey, 1949)",
390,967116,Cerambycidae,Taeniotes,ocellata,"Oedopeza ocellata (Fabricius, 1801)",
391,760641,Cerambycidae,Cosmotomidius,morvanae,"Cosmotomidius morvanae Touroult, Tavakilian & Dalens, 2010",
392,1001876,Cerambycidae,Plocaederus,glaberrimus,"Hamaederus glaberrimus (Martins, 1979)",
393,761779,Cerambycidae,Drycothaea,angustifrons,"Drycothaea angustifrons (Breuning, 1943)",
394,601819,Scarabaeidae,Chlorota,haemorrhoidalis,"Chlorota haemorrhoidalis (Olivier, 1789)",
395,597913,Cerambycidae,Palame,mimetica,"Palame mimetica Monné, 1985",
396,599702,Scarabaeidae,Gymnetis,margineguttata,"Gymnetis margineguttata Gory & Percheron, 1833",
397,785267,Scarabaeidae,Homophileurus,planus,"Homophileurus planus Dupuis, 2013",
398,757468,Cerambycidae,Colobothea,grallatrix,"Colobothea grallatrix Bates, 1865",
399,759295,Trogossitidae,Temnoscheila,colossus,"Temnoscheila colossus (Audinet-Serville, 1828)",
400,604664,Scarabaeidae,Phileurus,carinatus,"Phileurus carinatus Prell, 1914",
401,757465,Cerambycidae,Colobothea,carneola,"Colobothea carneola Bates, 1865",
402,756636,Cerambycidae,Tobipuranga,chlorogaster,"Tobipuranga chlorogaster (Aurivillius, 1910)",
403,604383,Scarabaeidae,Megasoma,acteon,"Megasoma acteon (Linnaeus, 1758)",
404,597981,Cerambycidae,Oreodera,sororcula,"Oreodera sororcula Martins & Monné, 1993",
405,597331,Cerambycidae,Lissonotus,equestris,"Lissonotus equestris (Fabricius, 1787)",
406,1015081,Cerambycidae,Pseudosparna,patawaensis,"Pseudosparna patawaensis Roguet, 2022",
407,601827,Scarabaeidae,Dorysthetus,lineatopennis,"Dorysthetus lineatopennis Ohaus, 1912",
408,598033,Cerambycidae,Helvina,uncinata,"Helvina uncinata Thomson, 1864",
409,597928,Cerambycidae,Toronaeus,suavis,"Toronaeus suavis Bates, 1864",
410,603964,Scarabaeidae,Cyclocephala,tarsalis,"Cyclocephala tarsalis Dechambre, 1979",
411,757476,Cerambycidae,Colobothea,pimplaea,"Colobothea pimplaea Bates, 1865",
412,601806,Scarabaeidae,Cnemida,leprieuri,"Cnemida leprieuri Arrow, 1899",
413,599722,Scarabaeidae,Golinca,bifrons,"Golinca bifrons (Olivier, 1789)",
414,597494,Cerambycidae,Ceragenia,leprieurii,"Ceragenia leprieurii Buquet, 1844",
415,597972,Cerambycidae,Oreodera,bituberculata,"Oreodera bituberculata Bates, 1861",
416,966703,Cerambycidae,Ozineus,strigosus,"Sternacutus strigosus (Bates, 1863)",
417,603945,Scarabaeidae,Cyclocephala,pugnax,"Cyclocephala pugnax Arrow, 1914",
418,604703,Scarabaeidae,Byrsopolis,aenescens,"Byrsopolis aenescens Ohaus, 1926",
419,597667,Cerambycidae,Atrypanius,remissus,"Atrypanius remissus (Erichson, 1847)",
420,639890,Buprestidae,Euchroma,giganteum,"Euchroma giganteum (Linnaeus, 1758)",
421,643529,Scarabaeidae,Gymnetis,flaveola,"Gymnetis flaveola (Fabricius, 1801)",
422,1003144,Cerambycidae,Atrypanius,audureaui,"Atrypanius audureaui Roguet, 2021",
423,760702,Cerambycidae,Xenofrea,morvanae,"Xenofrea morvanae Néouze & Tavakilian, 2005",
424,598149,Cerambycidae,Colobothea,lineatocollis,"Colobothea lineatocollis Bates, 1865",
425,757478,Cerambycidae,Colobothea,septemmaculata,"Colobothea septemmaculata Zajciw, 1971",
426,597498,Cerambycidae,Ctenodes,zonata,"Ctenodes zonata Klug, 1825",
427,757751,Scarabaeidae,Hoplopyga,marginesignata,"Hoplopyga marginesignata (Gory & Percheron, 1833)",
428,1010504,Cerambycidae,Sternacutus,odettae,"Sternacutus odettae Roguet, 2022",
429,603804,Scarabaeidae,Cyclocephala,boulardi,"Cyclocephala boulardi Dechambre, 1979",
430,604667,Scarabaeidae,Phileurus,toulgoeti,"Phileurus toulgoeti Dechambre, 1996",
431,597939,Cerambycidae,Acanthoderes,daviesii,"Acanthoderes daviesii (Swederus, 1787)",
432,604023,Scarabaeidae,Cyclocephala,varians,"Cyclocephala varians Burmeister, 1847",
433,820620,Scarabaeidae,Dendropaemon,nigritulus,"Dendropaemon nigritulus Génier & Arnaud, 2016",
434,601788,Scarabaeidae,Pelidnota,quadripunctata,"Pelidnota quadripunctata Bates, 1904",
435,597467,Cerambycidae,Dihammaphora,,"Dihammaphora Chevrolat, 1859",
436,599747,Scarabaeidae,Inca,clathratus,"Inca clathratus (Olivier, 1792)",
437,597874,Cerambycidae,Nyssodrysternum,serpentinum,"Nyssodrysternum serpentinum (Erichson, 1847)",
438,597987,Cerambycidae,Penaherreraus,centrolineatus,"Penaherreraus centrolineatus (Bates, 1862)",
439,603948,Scarabaeidae,Cyclocephala,rufovaria,"Cyclocephala rufovaria Arrow, 1911",
440,549413,Cerambycidae,Catuana,spinicornis,"Catuana spinicornis (Tippmann, 1960)",
441,603951,Scarabaeidae,Cyclocephala,sexpunctata,"Cyclocephala sexpunctata Castelnau, 1840",
442,756233,Cerambycidae,Praxithea,borgmeieri,"Praxithea borgmeieri Lane, 1938",
443,604222,Scarabaeidae,Hylobothynus,arnaudi,"Hylobothynus arnaudi Dechambre, 1979",
444,604063,Scarabaeidae,Dyscinetus,dubius,"Dyscinetus dubius (Olivier, 1789)",
445,604643,Scarabaeidae,Palaeophileurus,fallax,"Palaeophileurus fallax Dechambre, 1996",
446,603949,Scarabaeidae,Cyclocephala,rustica,"Cyclocephala rustica (Olivier, 1789)",
447,757462,Cerambycidae,Colobothea,appendiculata,"Colobothea appendiculata Aurivillius, 1902",
448,598288,Cerambycidae,Estola,basinotata,"Estola basinotata Bates, 1866",
449,604146,Scarabaeidae,Stenocrates,omissus,"Stenocrates omissus Endrödi, 1966",
450,597481,Cerambycidae,Praxithea,seabrai,"Praxithea seabrai Tavakilian & M.L.Monné, 2002",
451,604806,Scarabaeidae,Macraspis,pseudochrysis,"Macraspis pseudochrysis Landin, 1956",
452,597269,Cerambycidae,Hespereburia,brachypa,"Hespereburia brachypa (Bates, 1870)",
453,597475,Cerambycidae,Diploschema,maculata,"Diploschema maculata Martins & Monné, 1980",
454,604142,Scarabaeidae,Stenocrates,duplicatus,"Stenocrates duplicatus Endrödi, 1967",
455,601785,Scarabaeidae,Pelidnota,granulata,"Pelidnota granulata (Gory, 1834)",
456,604342,Scarabaeidae,Heterogomphus,telamon,"Heterogomphus telamon (Burmeister, 1847)",
457,756741,Cerambycidae,Neoeutrypanus,mutilatus,"Neoeutrypanus mutilatus (Germar, 1824)",
458,604104,Scarabaeidae,Stenocrates,carbo,"Stenocrates carbo Prell, 1937",
459,603923,Scarabaeidae,Cyclocephala,fulgurata,"Cyclocephala fulgurata Burmeister, 1847",
460,604587,Scarabaeidae,Hemiphileurus,depressus,"Hemiphileurus depressus (Fabricius, 1801)",
461,603750,Scarabaeidae,Aspidolea,bleuzeni,"Aspidolea bleuzeni Dechambre, 1992",
462,604831,Scarabaeidae,Telaugis,aenescens,"Telaugis aenescens Burmeister, 1844",
463,604002,Scarabaeidae,Cyclocephala,unidentata,"Cyclocephala unidentata Endrödi, 1980",
464,601807,Scarabaeidae,Cnemida,retusa,"Cnemida retusa (Fabricius, 1801)",
465,603983,Scarabaeidae,Cyclocephala,tylifera,"Cyclocephala tylifera Höhne, 1923",
466,728260,Cerambycidae,Deltosoma,humeralis,"Deltosoma humeralis Dalens & Giuglaris, 2014",
467,597974,Cerambycidae,Oreodera,griseozonata,"Oreodera griseozonata Bates, 1861",
468,757184,Cerambycidae,Odontocera,fasciata,"Odontocera fasciata (Olivier, 1795)",
469,603947,Scarabaeidae,Cyclocephala,rondoniana,"Cyclocephala rondoniana Ratcliffe, 1992",
470,604603,Scarabaeidae,Homophileurus,amazonicus,"Homophileurus amazonicus Kolbe, 1910",
471,603863,Scarabaeidae,Cyclocephala,dichroa,"Cyclocephala dichroa Dechambre, 1992",
472,597352,Cerambycidae,Deltosoma,lacordairei,"Deltosoma lacordairei Thomson, 1864",
473,597183,Cerambycidae,Megacyllene,angulata,"Megacyllene angulata (Fabricius, 1775)",
474,756739,Cerambycidae,Neobaryssinus,marianae,"Neobaryssinus marianae (Martins & Monné, 1974)",
475,604543,Scarabaeidae,Ceratophileurus,lemoulti,"Ceratophileurus lemoulti Ohaus, 1911",
476,604604,Scarabaeidae,Homophileurus,integer,"Homophileurus integer (Burmeister, 1847)",
477,603927,Scarabaeidae,Cyclocephala,kuntzeniana,"Cyclocephala kuntzeniana Höhne, 1923",
478,597167,Cerambycidae,Plocaederus,plicatus,"Plocaederus plicatus (Olivier, 1790)",
479,600543,Elateridae,Semiotus,angulatus,"Semiotus angulatus Drury, 1782",
480,1001877,Cerambycidae,Plocaederus,plicatus,"Hamaederus plicatus (Olivier, 1790)",
481,603786,Scarabaeidae,Cyclocephala,arnaudi,"Cyclocephala arnaudi Dechambre, 1980",
482,597202,Cerambycidae,Dodecosis,saperdina,"Dodecosis saperdina Bates, 1867",
483,756365,Cerambycidae,Eburodacrys,rufispinis,"Eburodacrys rufispinis Bates, 1870",
484,604829,Scarabaeidae,Ptenomela,psittacina,"Ptenomela psittacina (Burmeister, 1844)",
485,604605,Scarabaeidae,Homophileurus,quadrituberculatus,"Homophileurus quadrituberculatus (Palisot de Beauvois, 1806)",
486,760245,Cerambycidae,Punctozotroctes,hovorei,"Punctozotroctes hovorei Tavakilian & Néouze, 2007",
487,597975,Cerambycidae,Oreodera,jacquieri,"Oreodera jacquieri Thomson, 1865",
488,597279,Cerambycidae,Chrysoprasis,rotundicollis,"Chrysoprasis rotundicollis Bates, 1870",
489,604102,Scarabaeidae,Stenocrates,,"Stenocrates Burmeister, 1847",
490,757672,Scarabaeidae,Allorrhina,scabriuscula,"Allorrhina scabriuscula (Swederus, 1787)",
491,601768,Scarabaeidae,Epichalcoplethis,aciculata,"Epichalcoplethis aciculata (Bates, 1904)",
492,603929,Scarabaeidae,Cyclocephala,lunulata,"Cyclocephala lunulata Burmeister, 1847",
493,604327,Scarabaeidae,Tetragus,waldenfelsi,"Gibboryctes waldenfelsi (Endrödi, 1977)",
494,756296,Cerambycidae,Callancyla,croceicollis,"Callancyla croceicollis (White, 1855)",
495,758653,Cerambycidae,Orthomegas,maryae,"Orthomegas maryae (Schmid, 2011)",
496,597043,Cerambycidae,Nicias,alurnoides,"Nicias alurnoides (Thomson, 1857)",
497,756582,Cerambycidae,Toronaeus,figuratus,"Toronaeus figuratus Bates, 1864",
498,760704,Cerambycidae,Xenofrea,rogueti,"Xenofrea rogueti Néouze & Tavakilian, 2005",
499,760180,Cerambycidae,Eburodacrys,crassipes,"Eburodacrys crassipes Martins & Galileo, 2008",
500,440122,Scarabaeidae,Euligyrus,ebenus,"Tomarus ebenus (De Geer, 1774)",
501,758862,Cerambycidae,Ptericoptus,clavicornis,"Ptericoptus clavicornis Morvan & Roguet, 2013",
502,845601,Cerambycidae,Mionochroma,pseudovittatum,"Mionochroma pseudovittatum (Schwarzer, 1923)",
503,758790,Cerambycidae,Cyclopeplus,cyaneus,"Cyclopeplus cyaneus Thomson, 1860",
504,754327,Scarabaeidae,Deltochilum,orbiculare,"Deltochilum orbiculare Lansberge, 1874",
505,597265,Cerambycidae,Dubiefostola,auricollis,"Dubiefostola auricollis Tavakilian & Monné, 1991",
506,597666,Cerambycidae,Atrypanius,conspersus,"Atrypanius conspersus (Germar, 1824)",
507,598148,Cerambycidae,Colobothea,hirtipes,"Colobothea hirtipes (Degeer, 1775)",
508,598146,Cerambycidae,Colobothea,decemmaculata,"Colobothea decemmaculata Bates, 1865",
509,597194,Cerambycidae,Acabyara,aruama,"Acabyara aruama Napp & Martins, 2006",
510,597951,Cerambycidae,Exalphus,malleri,"Exalphus malleri (Lane, 1955)",
511,603932,Scarabaeidae,Cyclocephala,minuta,"Cyclocephala minuta Burmeister, 1847",
512,597125,Cerambycidae,Achryson,immaculipenne,"Achryson immaculipenne Gounelle, 1909",
513,597909,Cerambycidae,Ozineus,strigosus,"Ozineus strigosus Bates, 1863",
514,756231,Cerambycidae,Diploschema,mandibulare,"Diploschema mandibulare Fuchs, 1964",
515,604505,Scarabaeidae,Amblyoproctus,rugosus,"Amblyoproctus rugosus (Erichson, 1847)",
516,598024,Cerambycidae,Steirastoma,melanogenys,"Steirastoma melanogenys White, 1855",
517,647407,Cerambycidae,Lagocheirus,araneiformis,"Lagocheirus araneiformis (Linnaeus, 1767)",
518,756733,Cerambycidae,Lepturges,zonula,"Lepturges zonula Monné, 1976",
519,601786,Scarabaeidae,Pelidnota,,"Pelidnota MacLeay, 1819",
520,603783,Scarabaeidae,Augoderia,giuglarisi,"Augoderia giuglarisi Ponchel, 2009",
521,598127,Cerambycidae,Drycothaea,brasiliensis,"Drycothaea brasiliensis (Breuning, 1968)",
522,604346,Scarabaeidae,Megaceras,remus,"Megaceras remus Reiche, 1859",
523,597135,Cerambycidae,Mionochroma,vittatum,"Mionochroma vittatum (Fabricius, 1775)",
524,604165,Scarabaeidae,Bothynus,herteli,"Bothynus herteli Endrödi, 1968",
525,604242,Scarabaeidae,Hylobothynus,pontis,"Hylobothynus pontis Ratcliffe, 1981",
526,597491,Cerambycidae,Batus,barbicornis,"Batus barbicornis (Linnaeus, 1764)",
527,842995,Cerambycidae,Epimelitta,bleuzeni,"Charisia bleuzeni (Peñaherrera-Leiva & Tavakilian, 2003)",
528,608082,Histeridae,Scapicoelis,,"Scapicoelis Marseul, 1862",
529,761637,Cerambycidae,Heteronyssicus,aureopilosus,"Nyssicus aureopilosus Lacey, 1949",
530,604762,Scarabaeidae,Lagochile,brunnea,"Lagochile brunnea castanea Benderitter, 1923",
531,598325,Cerambycidae,Murupeaca,tavakiliani,"Murupeaca tavakiliani Galileo & Martins, 2004",
532,757480,Cerambycidae,Sangaris,inornata,"Sangaris inornata Monné, 1993",
533,601813,Scarabaeidae,Anticheiroides,cuprinus,"Anticheiroides cuprinus (Castelnau, 1840)",
534,641569,Cerambycidae,Oreodera,glauca,"Oreodera glauca (Linnaeus, 1758)",
535,598442,Cerambycidae,Trestonia,forticornis,"Trestonia forticornis Buquet, 1859",
536,715134,Cerambycidae,Neobaryssinus,abbreviatus,"Neobaryssinus abbreviatus Monné M.A. & Monné M.L., 2012",
537,597916,Cerambycidae,Paroecus,charpentierae,"Paroecus charpentierae Villiers, 1971",
538,730352,Cerambycidae,Acanthocinini,,"Acanthocinini Blanchard, 1845",
539,756512,Cerambycidae,Leptostylus,gibbus,"Leptostylus gibbus (Degeer, 1775)",
540,597920,Cerambycidae,Pseudosparna,flaviceps,"Pseudosparna flaviceps (Bates, 1863)",
541,597231,Cerambycidae,Heteronyssicus,quadriguttatus,"Nyssicus quadriguttatus (Swederus, 1787)",
542,760708,Cerambycidae,Xenofrea,veronicae,"Xenofrea veronicae Dalens, Touroult & Giuglaris, 2009",
543,593824,Cerambycidae,Mallodon,spinibarbis,"Mallodon spinibarbis Bodkin, 1919",
544,603944,Scarabaeidae,Cyclocephala,poncheli,"Cyclocephala poncheli Dechambre & Duranton, 2005",
545,757201,Cerambycidae,Ommata,elegans,"Ommata elegans White, 1855",
546,597842,Cerambycidae,Neoeutrypanus,incertus,"Neoeutrypanus incertus (Bates, 1864)",
547,760204,Cerambycidae,Hespereburia,blancheti,"Hespereburia blancheti Dalens & Tavakilian, 2009",
548,1001871,Cerambycidae,Hamaederus,bipartitus,"Hamaederus bipartitus (Buquet, 1860)",
549,597950,Cerambycidae,Exalphus,aurivillii,"Exalphus aurivillii (Lane, 1970)",
550,599683,Scarabaeidae,Desicasta,lobata,"Desicasta lobata (Olivier, 1789)",
551,598505,Cerambycidae,Polyrhaphis,papulosa,"Polyrhaphis papulosa (Olivier, 1795)",
552,437240,Cerambycidae,Estola,,"Estola Fairmaire & Germain, 1859",
553,757755,Scarabaeidae,Cyclidinus,lugubris,"Cyclidinus lugubris Westwood, 1874",
554,1019317,Cerambycidae,Colobothea,batesi,"Colobothea batesi Tavakilian & Santos-Silva, 2022",
555,597208,Cerambycidae,Styliceps,striatus,"Styliceps striatus Giuglaris, 2012",
556,757247,Cerambycidae,Atiaia,consobrina,"Atiaia consobrina (Gahan, 1892)",
557,813747,Cerambycidae,Physopleurus,ubirajarai,"Physopleurus ubirajarai Delahaye & Tavakilian, 2015",
558,730390,Cerambycidae,,,Cerambycidae,
559,756933,Cerambycidae,Piezarina,smaragdina,"Piezarina smaragdina Martins, 1976",
560,753578,Tenebrionidae,Trichoton,cayennense,"Trichoton cayennense Hope, 1840",
561,604066,Scarabaeidae,Erioscelis,proba,"Erioscelis proba (Sharp, 1877)",
562,597936,Cerambycidae,Xylergates,elaineae,"Xylergates elaineae Gilmour, 1962",
